win,lose,probabilityCleveland Cavaliers,New York Knicks,0.9280508830794592
Golden State Warriors,San Antonio Spurs,0.614143947613765
Portland Trail Blazers,Utah Jazz,0.6623172055714645
Boston Celtics,Brooklyn Nets,0.9582521380492499
Indiana Pacers,Dallas Mavericks,0.6105595707189236
Houston Rockets,Los Angeles Lakers,0.886734341701017
Memphis Grizzlies,Minnesota Timberwolves,0.7643681901650888
Charlotte Hornets,Milwaukee Bucks,0.7648331272990866
New Orleans Pelicans,Denver Nuggets,0.5089034786530658
Miami Heat,Orlando Magic,0.7052193360841199
Oklahoma City Thunder,Philadelphia 76ers,0.9885717506754528
Sacramento Kings,Phoenix Suns,0.6714899092859752
Toronto Raptors,Detroit Pistons,0.7431571786313966
Atlanta Hawks,Washington Wizards,0.6208585807929102
Chicago Bulls,Boston Celtics,0.5585206168873116
Los Angeles Clippers,Portland Trail Blazers,0.5578556553708238
San Antonio Spurs,Sacramento Kings,0.8255293804965833
Indiana Pacers,Brooklyn Nets,0.8848395160532401
Dallas Mavericks,Houston Rockets,0.5964354813213582
Detroit Pistons,Orlando Magic,0.6928646380953838
Miami Heat,Charlotte Hornets,0.5978811562181905
Golden State Warriors,New Orleans Pelicans,0.9091134115815794
Oklahoma City Thunder,Phoenix Suns,0.9469024151745338
Cleveland Cavaliers,Toronto Raptors,0.5670728927537434
Utah Jazz,Los Angeles Lakers,0.953487956771942
Chicago Bulls,Indiana Pacers,0.6720663682992386
Boston Celtics,Charlotte Hornets,0.5071302110367137
Cleveland Cavaliers,Orlando Magic,0.891578381207265
Portland Trail Blazers,Denver Nuggets,0.6827898035267691
Milwaukee Bucks,Brooklyn Nets,0.8334043920259095
Memphis Grizzlies,New York Knicks,0.5696314183628312
Atlanta Hawks,Philadelphia 76ers,0.9807542126733658
Sacramento Kings,Minnesota Timberwolves,0.7010773911609065
San Antonio Spurs,New Orleans Pelicans,0.9118399655173252
Detroit Pistons,Milwaukee Bucks,0.7837656312655974
Houston Rockets,Dallas Mavericks,0.5492565125551788
Los Angeles Clippers,Utah Jazz,0.7479128332493443
Washington Wizards,Memphis Grizzlies,0.5236290746296115
San Antonio Spurs,Miami Heat,0.58884253121172
Oklahoma City Thunder,Los Angeles Lakers,0.9816302934845589
Golden State Warriors,Phoenix Suns,0.9505692941529162
Atlanta Hawks,Sacramento Kings,0.7702667172662507
Chicago Bulls,Brooklyn Nets,0.9216716866747322
Los Angeles Clippers,Phoenix Suns,0.9371436793059552
Toronto Raptors,Denver Nuggets,0.872560504066995
Cleveland Cavaliers,Houston Rockets,0.853763327430273
Detroit Pistons,New York Knicks,0.7796636964938937
Indiana Pacers,Los Angeles Lakers,0.9621937926786859
Miami Heat,Sacramento Kings,0.8164947862383327
Memphis Grizzlies,Minnesota Timberwolves,0.6617433805552475
New Orleans Pelicans,Milwaukee Bucks,0.5730782542566608
Orlando Magic,Philadelphia 76ers,0.951501360895577
Golden State Warriors,Portland Trail Blazers,0.7538547418198338
San Antonio Spurs,Utah Jazz,0.8162378480258804
Atlanta Hawks,Los Angeles Lakers,0.9699125083168408
Boston Celtics,Chicago Bulls,0.5535934406048022
Detroit Pistons,Brooklyn Nets,0.8812819513985855
Charlotte Hornets,Philadelphia 76ers,0.9919408351429121
Oklahoma City Thunder,Los Angeles Clippers,0.5164924302424234
Memphis Grizzlies,New Orleans Pelicans,0.7347079806904324
Houston Rockets,New York Knicks,0.5891083748142594
Portland Trail Blazers,Phoenix Suns,0.8298171562864107
Utah Jazz,Dallas Mavericks,0.5580712323254583
Toronto Raptors,Washington Wizards,0.6755305494814569
Cleveland Cavaliers,Boston Celtics,0.719942629948068
Golden State Warriors,Oklahoma City Thunder,0.6714118129898404
Indiana Pacers,Milwaukee Bucks,0.7072597527684301
Denver Nuggets,Minnesota Timberwolves,0.548118308647106
Orlando Magic,Sacramento Kings,0.6011042724811443
Charlotte Hornets,Brooklyn Nets,0.9118414820838923
Chicago Bulls,New York Knicks,0.8639051084830878
Portland Trail Blazers,Dallas Mavericks,0.5044368062326319
Golden State Warriors,Los Angeles Lakers,0.9789246196673038
Los Angeles Clippers,Memphis Grizzlies,0.675398974464058
New Orleans Pelicans,Phoenix Suns,0.7511082430487505
Toronto Raptors,Miami Heat,0.6328649657588493
San Antonio Spurs,Utah Jazz,0.7492888252529009
Atlanta Hawks,Washington Wizards,0.535152736328104
Atlanta Hawks,Houston Rockets,0.6789171031933396
Detroit Pistons,Denver Nuggets,0.736710983166155
Chicago Bulls,Indiana Pacers,0.56257503899642
Sacramento Kings,Milwaukee Bucks,0.5207952952962991
Oklahoma City Thunder,Minnesota Timberwolves,0.9063597030261765
Washington Wizards,Orlando Magic,0.5760442565806735
Cleveland Cavaliers,Philadelphia 76ers,0.992999975038883
San Antonio Spurs,Los Angeles Clippers,0.6422083730905656
Boston Celtics,Denver Nuggets,0.8230574853391665
Dallas Mavericks,Milwaukee Bucks,0.7698339745240131
Phoenix Suns,Los Angeles Lakers,0.6061028857128373
Portland Trail Blazers,Memphis Grizzlies,0.5615274631674358
Utah Jazz,New York Knicks,0.586109421132952
Toronto Raptors,Sacramento Kings,0.8613887936205632
Chicago Bulls,Orlando Magic,0.8018582253087236
Charlotte Hornets,Indiana Pacers,0.6115572709229515
Golden State Warriors,New Orleans Pelicans,0.9378086398407732
Los Angeles Clippers,Detroit Pistons,0.6838937294417113
Oklahoma City Thunder,Miami Heat,0.6065630042574861
Utah Jazz,Philadelphia 76ers,0.9646568468236238
Washington Wizards,Houston Rockets,0.6156542094256476
Minnesota Timberwolves,Brooklyn Nets,0.6649549737571944
Cleveland Cavaliers,Atlanta Hawks,0.7599565924866925
Dallas Mavericks,Los Angeles Lakers,0.8928884070325438
Memphis Grizzlies,Denver Nuggets,0.6723767046225352
Portland Trail Blazers,Phoenix Suns,0.9078876181157701
Sacramento Kings,New Orleans Pelicans,0.6669219938697686
Chicago Bulls,Atlanta Hawks,0.5038163222393497
Charlotte Hornets,Utah Jazz,0.6908516057654448
Golden State Warriors,Dallas Mavericks,0.857285614956758
Indiana Pacers,Philadelphia 76ers,0.9893719290278957
Los Angeles Clippers,Portland Trail Blazers,0.6607757900274774
New York Knicks,Brooklyn Nets,0.8574067544226046
Oklahoma City Thunder,Toronto Raptors,0.5124387778854893
Orlando Magic,Minnesota Timberwolves,0.724083907356522
Detroit Pistons,Phoenix Suns,0.8144760741524629
San Antonio Spurs,Houston Rockets,0.8143742858521967
Boston Celtics,Washington Wizards,0.5864012060578807
Golden State Warriors,Denver Nuggets,0.8946156183219205
Miami Heat,Chicago Bulls,0.5665267019856697
Milwaukee Bucks,New Orleans Pelicans,0.5777090185640215
Sacramento Kings,Los Angeles Lakers,0.9283070390860649
Boston Celtics,New York Knicks,0.8547019261609121
Toronto Raptors,Charlotte Hornets,0.6017403763721979
Oklahoma City Thunder,Los Angeles Clippers,0.5891589285772568
Utah Jazz,Orlando Magic,0.5096422963552459
Indiana Pacers,Philadelphia 76ers,0.9748373168821753
Portland Trail Blazers,Sacramento Kings,0.7544113814500704
San Antonio Spurs,Detroit Pistons,0.764097370474871
Cleveland Cavaliers,Washington Wizards,0.7621730911628998
Atlanta Hawks,Philadelphia 76ers,0.9915903097866436
Chicago Bulls,Washington Wizards,0.6899328059910181
Detroit Pistons,Denver Nuggets,0.659631310857734
San Antonio Spurs,Houston Rockets,0.7559299965887958
Boston Celtics,Indiana Pacers,0.5763493193636284
Miami Heat,Utah Jazz,0.7396470898807231
Memphis Grizzlies,Milwaukee Bucks,0.6140371187609164
Los Angeles Clippers,Minnesota Timberwolves,0.8381777699730206
New Orleans Pelicans,Los Angeles Lakers,0.9004270774786788
Phoenix Suns,Brooklyn Nets,0.7267603200837219
Toronto Raptors,New York Knicks,0.8964654716991434
Cleveland Cavaliers,Charlotte Hornets,0.7557120360943869
Golden State Warriors,Phoenix Suns,0.9701873442233959
Minnesota Timberwolves,Los Angeles Lakers,0.8779641044033853
Oklahoma City Thunder,Orlando Magic,0.831564134429443
Portland Trail Blazers,Denver Nuggets,0.7719222452198775
Oklahoma City Thunder,Detroit Pistons,0.6615303558402488
Houston Rockets,Philadelphia 76ers,0.9863675197208632
Indiana Pacers,Orlando Magic,0.7016116273684593
Los Angeles Clippers,Brooklyn Nets,0.9619233180063053
Boston Celtics,New Orleans Pelicans,0.7929119872325524
Dallas Mavericks,New York Knicks,0.6042156422927991
San Antonio Spurs,Miami Heat,0.6586671426301545
Utah Jazz,Memphis Grizzlies,0.5929205506828465
Cleveland Cavaliers,Toronto Raptors,0.6364474175397452
Los Angeles Lakers,Brooklyn Nets,0.5240782473046348
Miami Heat,Atlanta Hawks,0.6034289720342876
Charlotte Hornets,Minnesota Timberwolves,0.7999722832661934
Chicago Bulls,Portland Trail Blazers,0.5256782554237953
Atlanta Hawks,Milwaukee Bucks,0.8271467233393923
Boston Celtics,Dallas Mavericks,0.7143253099617989
Denver Nuggets,Phoenix Suns,0.7805046038062244
Cleveland Cavaliers,Indiana Pacers,0.7546053993808746
Los Angeles Clippers,Memphis Grizzlies,0.7604355471223206
Detroit Pistons,New York Knicks,0.6600893214908985
Oklahoma City Thunder,Houston Rockets,0.7780286771692372
Orlando Magic,New Orleans Pelicans,0.6914001456497773
Washington Wizards,Philadelphia 76ers,0.972738748372912
San Antonio Spurs,Sacramento Kings,0.8255293804965833
Golden State Warriors,Toronto Raptors,0.6022106712639443
Portland Trail Blazers,Houston Rockets,0.5369162653197974
Miami Heat,Milwaukee Bucks,0.8639507220490443
Minnesota Timberwolves,Philadelphia 76ers,0.9633893877677394
Chicago Bulls,Utah Jazz,0.6148975835204362
Washington Wizards,New York Knicks,0.7796868719889415
Golden State Warriors,Boston Celtics,0.6902469233099024
Charlotte Hornets,Atlanta Hawks,0.5448148403931983
Cleveland Cavaliers,Detroit Pistons,0.8116880276487368
Dallas Mavericks,Memphis Grizzlies,0.6155181530592442
Toronto Raptors,Denver Nuggets,0.8267389884547235
Indiana Pacers,Phoenix Suns,0.8946642217269073
San Antonio Spurs,Los Angeles Lakers,0.9691938780948993
Portland Trail Blazers,New Orleans Pelicans,0.7172173032503153
Oklahoma City Thunder,Brooklyn Nets,0.9679664038599312
Los Angeles Clippers,Sacramento Kings,0.742126840427643
Boston Celtics,Detroit Pistons,0.5864339266451546
Houston Rockets,Utah Jazz,0.5677860462963753
Los Angeles Clippers,Chicago Bulls,0.5771465163274904
Memphis Grizzlies,Minnesota Timberwolves,0.7643681901650888
Golden State Warriors,Milwaukee Bucks,0.9109091891966383
Charlotte Hornets,New Orleans Pelicans,0.7608659112841651
Dallas Mavericks,Orlando Magic,0.5284020805006635
Phoenix Suns,Philadelphia 76ers,0.8445124941010845
Miami Heat,Washington Wizards,0.5866623700105276
Portland Trail Blazers,Brooklyn Nets,0.8918324670947902
Utah Jazz,Denver Nuggets,0.5856143054213048
Chicago Bulls,Los Angeles Lakers,0.9438465088185416
Atlanta Hawks,New York Knicks,0.7255710870355866
Oklahoma City Thunder,Indiana Pacers,0.7142978533377751
Toronto Raptors,Sacramento Kings,0.7970206731091612
Charlotte Hornets,Memphis Grizzlies,0.7050911995268262
Detroit Pistons,Houston Rockets,0.6156222853896169
Golden State Warriors,Indiana Pacers,0.7804162539122278
Toronto Raptors,Los Angeles Clippers,0.5322835515068955
Orlando Magic,Milwaukee Bucks,0.5502570058869279
Boston Celtics,Minnesota Timberwolves,0.8279626979871104
Miami Heat,Philadelphia 76ers,0.98433243588648
San Antonio Spurs,Dallas Mavericks,0.8046959200456345
Washington Wizards,Phoenix Suns,0.8907078805203906
Atlanta Hawks,New Orleans Pelicans,0.8329141391926612
Chicago Bulls,Denver Nuggets,0.7544160782433427
Oklahoma City Thunder,Los Angeles Lakers,0.9607943220828882
Portland Trail Blazers,New York Knicks,0.6832316163792687
Boston Celtics,Brooklyn Nets,0.9256329815094146
San Antonio Spurs,Charlotte Hornets,0.6454764578690828
Cleveland Cavaliers,Portland Trail Blazers,0.7951161994792092
Los Angeles Clippers,Dallas Mavericks,0.6231854434512949
Miami Heat,Detroit Pistons,0.5866950844989511
Golden State Warriors,Los Angeles Lakers,0.9898492335871171
Toronto Raptors,Houston Rockets,0.7199072682839185
Atlanta Hawks,Indiana Pacers,0.5248645213075244
New Orleans Pelicans,Minnesota Timberwolves,0.6209170663104613
Orlando Magic,Phoenix Suns,0.8286230220366947
Memphis Grizzlies,Philadelphia 76ers,0.9622798326438812
Oklahoma City Thunder,Sacramento Kings,0.7865839715492343
Utah Jazz,Denver Nuggets,0.7014169290754053
San Antonio Spurs,Boston Celtics,0.6014897049691001
Cleveland Cavaliers,Dallas Mavericks,0.8457496799355727
Oklahoma City Thunder,Denver Nuggets,0.8174804046638451
Los Angeles Clippers,Detroit Pistons,0.6041334032332868
Indiana Pacers,Brooklyn Nets,0.9350293865343428
Golden State Warriors,Los Angeles Lakers,0.9789246196673038
Miami Heat,Memphis Grizzlies,0.6593297158007569
Toronto Raptors,Milwaukee Bucks,0.8517883986986845
Charlotte Hornets,New York Knicks,0.7301523455738526
Washington Wizards,Orlando Magic,0.5760442565806735
Chicago Bulls,Philadelphia 76ers,0.9834243969563874
Minnesota Timberwolves,Phoenix Suns,0.5399619152699935
Portland Trail Blazers,New Orleans Pelicans,0.8203742125623267
Houston Rockets,Sacramento Kings,0.540741142634266
Atlanta Hawks,Utah Jazz,0.5783167394353033
Charlotte Hornets,New York Knicks,0.8298306564375515
Golden State Warriors,Minnesota Timberwolves,0.9464177918175619
Miami Heat,Memphis Grizzlies,0.7524445039218081
Oklahoma City Thunder,Detroit Pistons,0.7212767534346523
San Antonio Spurs,Washington Wizards,0.7150011503617663
Sacramento Kings,Brooklyn Nets,0.7755982166291715
Dallas Mavericks,New Orleans Pelicans,0.7769981234297482
Los Angeles Clippers,Indiana Pacers,0.5941817222154697
Atlanta Hawks,Los Angeles Lakers,0.9352206456736647
Orlando Magic,Milwaukee Bucks,0.6826093744281125
Cleveland Cavaliers,Philadelphia 76ers,0.992999975038883
Denver Nuggets,Phoenix Suns,0.6497667684067054
Portland Trail Blazers,Houston Rockets,0.6595437811900644
Golden State Warriors,Atlanta Hawks,0.7762109855974128
Charlotte Hornets,Memphis Grizzlies,0.6163527863411127
Miami Heat,Boston Celtics,0.5526809236062435
Utah Jazz,Minnesota Timberwolves,0.676696279677661
Oklahoma City Thunder,New York Knicks,0.8177846834822191
Toronto Raptors,Philadelphia 76ers,0.9954450735795067
Washington Wizards,Sacramento Kings,0.717513491882833
Los Angeles Clippers,Brooklyn Nets,0.930535236114906
Charlotte Hornets,Detroit Pistons,0.6197096962728869
Cleveland Cavaliers,Milwaukee Bucks,0.8984409610614765
New Orleans Pelicans,Los Angeles Lakers,0.9004270774786788
San Antonio Spurs,Orlando Magic,0.8607131599092043
Utah Jazz,Houston Rockets,0.5734934708503674
Boston Celtics,Detroit Pistons,0.6628127518784437
Chicago Bulls,Los Angeles Lakers,0.9776801787048923
San Antonio Spurs,Dallas Mavericks,0.7311189579016164
Miami Heat,Denver Nuggets,0.7648700401881541
Minnesota Timberwolves,New York Knicks,0.5104218833750972
Oklahoma City Thunder,Washington Wizards,0.7307851103552865
Atlanta Hawks,Phoenix Suns,0.8566740011374019
Portland Trail Blazers,Indiana Pacers,0.5801518654203461
Toronto Raptors,Memphis Grizzlies,0.8093493627218019
Milwaukee Bucks,Brooklyn Nets,0.7077487696893524
Charlotte Hornets,Dallas Mavericks,0.6745741258961755
Cleveland Cavaliers,Los Angeles Clippers,0.7048917492948754
Golden State Warriors,Houston Rockets,0.8647957537588015
Memphis Grizzlies,Orlando Magic,0.6232948912720517
Miami Heat,Utah Jazz,0.6283649136195324
Atlanta Hawks,Detroit Pistons,0.6095421508525455
Boston Celtics,Sacramento Kings,0.8084986082304764
Cleveland Cavaliers,Chicago Bulls,0.6411508218903379
Houston Rockets,Denver Nuggets,0.5886143285616733
Los Angeles Clippers,New Orleans Pelicans,0.8047173957550495
New York Knicks,Minnesota Timberwolves,0.6582442087828738
Orlando Magic,Philadelphia 76ers,0.951501360895577
San Antonio Spurs,Washington Wizards,0.7726054817379863
Toronto Raptors,Los Angeles Lakers,0.9835388086129812
Charlotte Hornets,Minnesota Timberwolves,0.8590580126316677
Chicago Bulls,Dallas Mavericks,0.5922876672951852
Golden State Warriors,Phoenix Suns,0.9701873442233959
Memphis Grizzlies,Los Angeles Lakers,0.9471157391133951
Milwaukee Bucks,Brooklyn Nets,0.8334043920259095
Boston Celtics,Philadelphia 76ers,0.984315819010505
Miami Heat,Portland Trail Blazers,0.5399312066311144
Toronto Raptors,Atlanta Hawks,0.680021096812416
Utah Jazz,Denver Nuggets,0.7014169290754053
Detroit Pistons,Orlando Magic,0.6928646380953838
Los Angeles Clippers,Indiana Pacers,0.6763987516072834
New York Knicks,Sacramento Kings,0.5251630930089013
Oklahoma City Thunder,New Orleans Pelicans,0.8920484791031287
Oklahoma City Thunder,Atlanta Hawks,0.5968433925406882
Washington Wizards,Brooklyn Nets,0.8761884230865875
Chicago Bulls,Portland Trail Blazers,0.6563405147908359
Charlotte Hornets,Dallas Mavericks,0.560817445780344
Golden State Warriors,Indiana Pacers,0.8202204567771522
Boston Celtics,Houston Rockets,0.6364068376183256
Utah Jazz,Los Angeles Lakers,0.8854853963870405
San Antonio Spurs,Milwaukee Bucks,0.8738226699331751
Memphis Grizzlies,New Orleans Pelicans,0.6088270785230199
Denver Nuggets,Philadelphia 76ers,0.9405376395103147
Cleveland Cavaliers,Toronto Raptors,0.5670728927537434
Chicago Bulls,Detroit Pistons,0.5727444653965836
Memphis Grizzlies,Philadelphia 76ers,0.9849638047121527
Miami Heat,New York Knicks,0.8611003161737032
San Antonio Spurs,Minnesota Timberwolves,0.8949139457391219
Utah Jazz,Phoenix Suns,0.8724690708311786
Washington Wizards,Orlando Magic,0.692893347153993
Miami Heat,Atlanta Hawks,0.5181240124531059
Denver Nuggets,Brooklyn Nets,0.758281202837478
Charlotte Hornets,Detroit Pistons,0.6197096962728869
Dallas Mavericks,Sacramento Kings,0.7009137500983251
Houston Rockets,Los Angeles Lakers,0.9518801690085895
Golden State Warriors,Los Angeles Clippers,0.669384811786439
Portland Trail Blazers,Milwaukee Bucks,0.7216437306289303
Cleveland Cavaliers,New York Knicks,0.8803821538166026
Boston Celtics,Orlando Magic,0.7049954130773408
Indiana Pacers,Phoenix Suns,0.819625835554939
San Antonio Spurs,Chicago Bulls,0.5831045417884839
Portland Trail Blazers,Memphis Grizzlies,0.5615274631674358
New Orleans Pelicans,Philadelphia 76ers,0.9706538331488203
Toronto Raptors,Minnesota Timberwolves,0.9154145787690744
Golden State Warriors,Utah Jazz,0.8152393877615023
Washington Wizards,Denver Nuggets,0.7367371510167733
Toronto Raptors,Boston Celtics,0.5560593306703862
Charlotte Hornets,Orlando Magic,0.7566253182619194
Cleveland Cavaliers,Miami Heat,0.719725446213433
Dallas Mavericks,Indiana Pacers,0.5131893716384699
Phoenix Suns,Los Angeles Lakers,0.6061028857128373
Atlanta Hawks,Milwaukee Bucks,0.760647641694581
Detroit Pistons,Minnesota Timberwolves,0.7416223316305459
Oklahoma City Thunder,Houston Rockets,0.7780286771692372
Sacramento Kings,New York Knicks,0.6523472920980319
Chicago Bulls,Miami Heat,0.5582550606363383
Cleveland Cavaliers,Charlotte Hornets,0.7557120360943869
Houston Rockets,Dallas Mavericks,0.5492565125551788
Indiana Pacers,Portland Trail Blazers,0.5259924320759192
Los Angeles Clippers,New Orleans Pelicans,0.8735544573075832
Golden State Warriors,Memphis Grizzlies,0.8347290297225388
Orlando Magic,Denver Nuggets,0.6240995706415916
San Antonio Spurs,Brooklyn Nets,0.9742412522184084
Utah Jazz,Sacramento Kings,0.6807318280779269
Washington Wizards,Milwaukee Bucks,0.7837884949567974
Detroit Pistons,Philadelphia 76ers,0.9889272495458686
New York Knicks,Los Angeles Lakers,0.7799044568837274
Golden State Warriors,Minnesota Timberwolves,0.9263239231392637
Oklahoma City Thunder,Boston Celtics,0.6068199732957009
New Orleans Pelicans,Phoenix Suns,0.5789163613986652
Dallas Mavericks,Denver Nuggets,0.7208275246308883
Houston Rockets,Brooklyn Nets,0.9179372693964192
Charlotte Hornets,Indiana Pacers,0.5306288638694081
Los Angeles Clippers,Portland Trail Blazers,0.6607757900274774
Miami Heat,Washington Wizards,0.6848505473636526
Sacramento Kings,Los Angeles Lakers,0.9283070390860649
Toronto Raptors,Milwaukee Bucks,0.8986755344416478
Atlanta Hawks,Orlando Magic,0.7486335695503502
Chicago Bulls,Minnesota Timberwolves,0.8880694216856992
Cleveland Cavaliers,Memphis Grizzlies,0.8634636390980567
Golden State Warriors,New Orleans Pelicans,0.9091134115815794
New York Knicks,Phoenix Suns,0.5946566863564523
Oklahoma City Thunder,Portland Trail Blazers,0.6177165970505731
Brooklyn Nets,Los Angeles Lakers,0.7355724997812588
Dallas Mavericks,Detroit Pistons,0.5217919566766855
Houston Rockets,Sacramento Kings,0.672929819542966
Cleveland Cavaliers,Memphis Grizzlies,0.8137789672336567
Miami Heat,Indiana Pacers,0.6668326786170046
Los Angeles Clippers,Orlando Magic,0.7200431065435696
Toronto Raptors,Philadelphia 76ers,0.9892654306938372
San Antonio Spurs,Boston Celtics,0.6589092173377994
Oklahoma City Thunder,Utah Jazz,0.699519431799251
Charlotte Hornets,Washington Wizards,0.5409014392661162
Portland Trail Blazers,Denver Nuggets,0.6827898035267691
Golden State Warriors,New York Knicks,0.9339127093698633
Chicago Bulls,Milwaukee Bucks,0.7872306597077571
Indiana Pacers,New Orleans Pelicans,0.7026988245220753
San Antonio Spurs,Phoenix Suns,0.9287001305094493
Boston Celtics,Charlotte Hornets,0.5851984377444033
Chicago Bulls,Milwaukee Bucks,0.8667068659380134
Houston Rockets,New Orleans Pelicans,0.753630764481331
Memphis Grizzlies,Sacramento Kings,0.6506816986240325
Miami Heat,Los Angeles Clippers,0.5344537217228071
Orlando Magic,Brooklyn Nets,0.8912183875662772
Los Angeles Lakers,Philadelphia 76ers,0.6444535660677477
Toronto Raptors,Atlanta Hawks,0.680021096812416
Utah Jazz,Dallas Mavericks,0.5580712323254583
Washington Wizards,Detroit Pistons,0.5418347641995085
Atlanta Hawks,Charlotte Hornets,0.5283906095930254
Cleveland Cavaliers,Los Angeles Lakers,0.9888898551256925
Denver Nuggets,New York Knicks,0.6069381002912538
Detroit Pistons,Indiana Pacers,0.5332366477838716
Golden State Warriors,Portland Trail Blazers,0.8095863140660087
Houston Rockets,Minnesota Timberwolves,0.6793978975532784
Oklahoma City Thunder,Phoenix Suns,0.9469024151745338
Dallas Mavericks,Sacramento Kings,0.7009137500983251
Memphis Grizzlies,Utah Jazz,0.5432403910127721
Miami Heat,Boston Celtics,0.5526809236062435
Toronto Raptors,Orlando Magic,0.77823315535636
Brooklyn Nets,Philadelphia 76ers,0.7622122515587471
